track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,,,,,,,,,,,,,,,size_bytes,
Knotmania,28.62,USD,2.99,14,0,3,0,1.3.5,4+,Games,,,,,,,,,,,,,,,30010368,
Pathfinder Adventures,695.98,USD,0,1498,166,4,4.5,1.1.6.4.3,9+,Games,,,,,,,,,,,,,,,729790464,
My New Baby Story - Makeup Spa & Dressup Games,53.28,USD,0,1253,17,4,2.5,4.1,12+,Games,,,,,,,,,,,,,,,55869440,
GOAT: Buy & Sell Sneakers,127.69,USD,0,3116,147,4.5,5,1.9.2,9+,Shopping,,,,,,,,,,,,,,,133889024,
Ringtone Remixes - Marimba Remix Ringtones,12.82,USD,0,213,9,3.5,3,2,4+,Catalogs,,,,,,,,,,,,,,,13437952,
LINE FIGHTERS,130.04,USD,0,1,1,5,5,1.0.7,4+,Games,,,,,,,,,,,,,,,136356864,
Vikings: War of Clans,135.61,USD,0,7969,97,4.5,4.5,2.5.0,9+,Games,,,,,,,,,,,,,,,142196736,
Devious Dungeon 2,108.97,USD,2.99,335,185,4.5,4.5,1.2,12+,Games,,,,,,,,,,,,,,,114266112,
Escape Game Darkness LittleRedHood,524.38,USD,0,1,1,1,1,1.0.3,9+,Games,,,,,,,,,,,,,,,549847040,
Little Panda Mini Games-3D,420.94,USD,0,9,0,4,0,8.9.1423,4+,Education,,,,,,,,,,,,,,,441390080,
Layout from Instagram,8.92,USD,0,12616,2397,4.5,4.5,1.2.4,4+,Photo & Video,,,,,,,,,,,,,,,9355264,
Doom & Destiny Advanced,108.79,USD,2.99,117,1,4,4,2.6.8,12+,Games,,,,,,,,,,,,,,,114073600,
YAHTZEEÂ® With Buddies: The Classic Dice Game,400.91,USD,0,40446,246,4,4.5,4.30.5,4+,Games,,,,,,,,,,,,,,,420385792,
Air Display 3,57.8,USD,9.99,228,107,3,2.5,3.0.3,4+,Utilities,,,,,,,,,,,,,,,60604416,
Noodles!,29.23,USD,1.99,917,158,4.5,5,1.7,4+,Games,,,,,,,,,,,,,,,30650368,
Rush Rally 2,153.97,USD,0.99,135,1,4.5,5,1.17,4+,Games,,,,,,,,,,,,,,,161444864,
Cyber Reversi,49.75,USD,0,0,0,0,0,1.0.4,4+,Games,,,,,,,,,,,,,,,52166656,
æ¿€ãƒ ã‚ºï¼å’Œã®ã²ã¨ãµã§æ›¸ãï¼ ã€œé ­ã‚’ã¤ã‹ã†è„³ãƒˆãƒ¬ãƒ‘ã‚ºãƒ«ã‚²ãƒ¼ãƒ ã€œ,90.83,USD,0,0,0,0,0,3.3,4+,Games,,,,,,,,,,,,,,,95245312,
Winterstate,141.85,USD,0,108,108,3.5,3.5,1.5.1,9+,Games,,,,,,,,,,,,,,,148738048,
Bike Race Level 100,93.76,USD,0,1,1,5,5,1.7.1,9+,Games,,,,,,,,,,,,,,,98312192,
Adobe Spark Page â€” Create Stunning Web Pages,114.55,USD,0,2528,80,4.5,4.5,1.6.4,4+,Productivity,,,,,,,,,,,,,,,120110080,
ACDSee Pro,100.64,USD,6.99,130,7,4.5,4,3.1.1,4+,Photo & Video,,,,,,,,,,,,,,,105525248,
Robocide,232.5,USD,0,599,180,4.5,4.5,1.16.3,9+,Games,,,,,,,,,,,,,,,243791872,
Sonic Dash 2: Sonic Boom,181.96,USD,0,5697,684,4.5,4.5,1.7.5,4+,Games,,,,,,,,,,,,,,,190799872,
Hoverboard Simulator,28.07,USD,0,325,20,3.5,3.5,1.1.8,4+,Games,,,,,,,,,,,,,,,29434880,
High Dive,115.32,USD,0,249,0,4.5,0,2.1.1,4+,Games,,,,,,,,,,,,,,,120923136,
Unison League,68.6,USD,0,36414,32,4.5,4.5,1.2.4,9+,Games,,,,,,,,,,,,,,,71931904,
Goat Simulator GoatZ,390.01,USD,4.99,3035,159,4,4.5,1.6.2,12+,Games,,,,,,,,,,,,,,,408956928,
Smurfs Epic Run - Fun Platform Adventure,320.12,USD,0,1944,13,4,3.5,2.2.2,4+,Games,,,,,,,,,,,,,,,335666176,
RAID HQ,143.41,USD,0,737,8,3.5,4,3.901,12+,Games,,,,,,,,,,,,,,,150372352,
Stray Cat Simulator,162.86,USD,0.99,1892,1574,4.5,4.5,1.0.1,9+,Games,,,,,,,,,,,,,,,170766336,
Sky Whale - a Game Shakers App,292.52,USD,0,3248,217,4.5,4.5,2.1,4+,Games,,,,,,,,,,,,,,,306733056,
Imbroglio,38.92,USD,3.99,184,4,4.5,5,1.05,9+,Games,,,,,,,,,,,,,,,40808448,
The Walking Dead: Road to Survival - Strategy Game,144.11,USD,0,16116,151,4.5,4.5,5.0.1,17+,Games,,,,,,,,,,,,,,,151109632,
Eye Training Cocololo-3dã‚¹ãƒ†ãƒ¬ã‚ªã‚°ãƒ©ãƒ è¦–åŠ›å›žå¾©ã‚¢ãƒ—ãƒª-,63.21,USD,0,6,3,5,5,2.2,12+,Medical,,,,,,,,,,,,,,,66277376,
Xenowerk,153.1,USD,0.99,978,117,4.5,4.5,1.3.4,12+,Games,,,,,,,,,,,,,,,160539648,
Geki Yaba Runner,112.28,USD,0,41,12,4,4,1.0.4,4+,Games,,,,,,,,,,,,,,,117735424,
UNKILLED: MULTIPLAYER ZOMBIE SURVIVAL SHOOTER GAME,753.68,USD,0,3634,14,4,4,0.8.3,17+,Games,,,,,,,,,,,,,,,790288384,
Hello Kitty Lunchbox â€“ Food Maker,456.35,USD,0,694,213,4.5,4.5,1.3,4+,Games,,,,,,,,,,,,,,,478513152,
My Friend Scooby-Doo!,572.48,USD,2.99,80,22,4,4.5,1.4,4+,Entertainment,,,,,,,,,,,,,,,600293376,
Nom Cat - Endless feeding frenzy arcade game,62.2,USD,0,5655,375,4.5,4.5,2.2.7,4+,Games,,,,,,,,,,,,,,,65225728,
HoPiKo,80.5,USD,1.99,553,452,4,4,1.0.5,4+,Games,,,,,,,,,,,,,,,84405248,
Adventures of Poco Eco - Lost Sounds: Experience Music and Animation Art in an Indie Game,921.67,USD,3.99,148,54,4.5,4.5,1.8.0,4+,Games,,,,,,,,,,,,,,,966435840,
The Last Vikings,84.99,USD,0,4919,12,4.5,4.5,1.3.18,9+,Games,,,,,,,,,,,,,,,89121792,
Musical Video Maker - Create Music clips lip sync,27.2,USD,0,320,68,3.5,3.5,3,9+,Music,,,,,,,,,,,,,,,28518400,
Solitairica,198.17,USD,3.99,431,46,4.5,4.5,1.0.16,9+,Games,,,,,,,,,,,,,,,207793152,
A high resolution music player - NePLAYER,20.91,USD,14.99,27,3,4,3.5,2.1.6,4+,Music,,,,,,,,,,,,,,,21928960,
New Emoji - Extra Emoji Stickers,88.78,USD,1.99,253,5,1.5,2,2.6.2,17+,Utilities,,,,,,,,,,,,,,,93091840,
The Walking Dead: No Man's Land,547.54,USD,0,21016,1124,4.5,4.5,2.5.0,17+,Games,,,,,,,,,,,,,,,574139392,
rop,20.4,USD,0.99,2318,397,4.5,4.5,3.1,4+,Games,,,,,,,,,,,,,,,21389312,
The Quest Keeper,113.98,USD,0,2232,1066,4.5,4.5,1.03,4+,Games,,,,,,,,,,,,,,,119513088,
Free Music Play - Mp3 Streamer & Player,18.05,USD,0,2496,2374,4.5,4.5,1.3.0,4+,Music,,,,,,,,,,,,,,,18927616,
Into Light,432.97,USD,0.99,18,18,2.5,2.5,1.0.0,9+,Games,,,,,,,,,,,,,,,454002688,
Splendorâ„¢,124.48,USD,2.99,444,4,4,2.5,2.1.2,4+,Games,,,,,,,,,,,,,,,130527232,
Cosmic-Watch,169.95,USD,4.99,85,81,4.5,4.5,1.2.0,4+,Education,,,,,,,,,,,,,,,178203648,
Asphalt Xtreme: Offroad Rally Racing,1111.13,USD,0,3960,90,4,4,1.4.2,12+,Games,,,,,,,,,,,,,,,1165103104,
"HBO NOW: Stream original series, hit movies & more",39.14,USD,0,7477,18,2.5,2,2.4.1,17+,Entertainment,,,,,,,,,,,,,,,41041920,
Lara Croft GO,1122.14,USD,4.99,6431,166,5,5,2.1.7,9+,Games,,,,,,,,,,,,,,,1176644608,
Sago Mini Boats,113.82,USD,2.99,31,7,4.5,3.5,1.2,4+,Education,,,,,,,,,,,,,,,119345152,
Battleplans - #1 Battle Strategy & Defense Game,277.64,USD,0,785,52,4.5,4,1.9.1,9+,Games,,,,,,,,,,,,,,,291126272,
Submerged: Miku and the Sunken City,424.48,USD,4.99,88,12,3,4,1.1.1,9+,Games,,,,,,,,,,,,,,,445100032,
InMind VR (Cardboard),220.14,USD,0,115,20,4.5,4.5,1.0.20,17+,Games,,,,,,,,,,,,,,,230836224,
Does not Commute,83.43,USD,0,5645,1563,4,4.5,1.4.0,4+,Games,,,,,,,,,,,,,,,87481344,
Galactic Keep,494.22,USD,3.99,169,46,4.5,4,1.7,12+,Games,,,,,,,,,,,,,,,518226944,
City Cars Adventures by BUBL,167.18,USD,2.99,13,3,3.5,2.5,2.3,4+,Education,,,,,,,,,,,,,,,175301632,
100! Block Puzzle - Color jigsaw 10x10 board game,25.21,USD,0,18821,96,4.5,5,2.3.1,4+,Games,,,,,,,,,,,,,,,26438656,
Prune,101.04,USD,3.99,719,145,4,4,1.0.68,4+,Games,,,,,,,,,,,,,,,105950208,
Hugsafe Petracker,2.97,USD,0,0,0,0,0,1.5,4+,Utilities,,,,,,,,,,,,,,,3115008,
Scrivener,12.8,USD,19.99,651,88,4.5,4,1.0.1,4+,Productivity,,,,,,,,,,,,,,,13418496,
Stop! Thief!!,413.15,USD,0,9,0,3,0,1.3,4+,Games,,,,,,,,,,,,,,,433222656,
Filters for iPhone and iPad,87.14,USD,1.99,97,5,4,5,3.1,4+,Photo & Video,,,,,,,,,,,,,,,91374592,
Myth Kingdom:Wrath of Gauss,305.96,USD,0,0,0,0,0,1.2.3,12+,Games,,,,,,,,,,,,,,,320819200,
Mastering the piano with Lang Lang,190.71,USD,0,6,1,4.5,2,2.6.1,4+,Education,,,,,,,,,,,,,,,199975936,
Flick Field Goal 17,93.76,USD,0,968,106,4.5,4.5,2.2,4+,Games,,,,,,,,,,,,,,,98314240,
Flick Quarterback 17,98.52,USD,0,4371,1081,4.5,4.5,2.3,4+,Games,,,,,,,,,,,,,,,103305216,
Severed,225.59,USD,2.99,1580,66,5,4.5,1.0.14,12+,Games,,,,,,,,,,,,,,,236545024,
Dash Masters,148.76,USD,0,149,14,4,4,1.3,9+,Games,,,,,,,,,,,,,,,155984896,
Periscope - Live Video Streaming Around the World,103.52,USD,0,6062,17,3.5,4,1.1,4+,Social Networking,,,,,,,,,,,,,,,108550144,
Arrow Ambush,24.7,USD,0,32020,192,5,4,1.8,4+,Games,,,,,,,,,,,,,,,25895936,
Fix It Girls - House Makeover,94.36,USD,0,2091,40,4.5,4,1.5,4+,Games,,,,,,,,,,,,,,,98941952,
LiveMixtapes,60.91,USD,0,555,105,4,4.5,2.1,12+,Music,,,,,,,,,,,,,,,63872000,
RummikubÂ®,160.85,USD,2.99,447,116,3,1.5,3.1.27,4+,Games,,,,,,,,,,,,,,,168663040,
Hallmark eCards,44.2,USD,0,520,8,4,2,1.5.3,4+,Lifestyle,,,,,,,,,,,,,,,46342144,
"MakeupPlus - Natural, Professional Makeup Looks",109.78,USD,0,3987,72,4.5,5,3.3.6,4+,Photo & Video,,,,,,,,,,,,,,,115112960,
èœœèŠ½ - ç”Ÿå¨ƒå…»å¨ƒä¸ŠèœœèŠ½,82.11,USD,0,11,0,3.5,0,5.4.3,12+,Shopping,,,,,,,,,,,,,,,86094848,
Blossom Blast Saga - Fun Flower Match & Grow Game,67.24,USD,0,29475,170,4.5,4.5,43.0.1,4+,Games,,,,,,,,,,,,,,,70504448,
Five Nights at Freddy's 3,45.51,USD,2.99,9876,3392,4.5,4.5,1.3,12+,Games,,,,,,,,,,,,,,,47722496,
PowerSchool Mobile,38.1,USD,0,4547,1582,4,4.5,1.1.3,4+,Education,,,,,,,,,,,,,,,39950336,
METAL SAGA -Ark in the wild land-,165.83,USD,0,0,0,0,0,1.1.2,4+,Games,,,,,,,,,,,,,,,173882368,
Princess Fairy Rush - Pony Rainbow Adventure,177.37,USD,0,435,435,4.5,4.5,1,4+,Games,,,,,,,,,,,,,,,185982976,
( OFFTIME ) light â€“ Track how much you use your phone & Digital Detox and unplug to focus,27.15,USD,2.99,22,14,2,2,2.1.0,4+,Health & Fitness,,,,,,,,,,,,,,,28471296,
Blackwell 4: Deception,616.52,USD,3.99,31,31,5,5,1,12+,Games,,,,,,,,,,,,,,,646467584,
Bejeweled Stars,153.62,USD,0,7486,26,4,4,2.8.2,4+,Games,,,,,,,,,,,,,,,161083392,
Jelly Squares Free,49.61,USD,0,173,1,4.5,5,1.3.5,4+,Games,,,,,,,,,,,,,,,52018176,
Laundry Day - Care Symbol Reader,14.21,USD,0.99,34,34,4.5,4.5,1,4+,Productivity,,,,,,,,,,,,,,,14903296,
Mimpi Dreams,163.71,USD,0.99,1554,1386,4.5,4.5,2.02,9+,Games,,,,,,,,,,,,,,,171659264,
New Star Cricket,84.21,USD,0,109,12,4.5,4.5,1.05,12+,Games,,,,,,,,,,,,,,,88300544,
Demon Hunter: Chronicles from Beyond (Full),562.71,USD,4.99,17,6,4.5,4,1.5,12+,Games,,,,,,,,,,,,,,,590045184,
GIPHY. The GIF Search Engine for All the GIFs,45.97,USD,0,2069,46,4.5,4.5,2.6.1,17+,Photo & Video,,,,,,,,,,,,,,,48201728,
Exify - Tools for Photos,7.95,USD,1.99,34,8,4,4,1.1,4+,Photo & Video,,,,,,,,,,,,,,,8335360,
Head Basketball,127.38,USD,0,18037,924,4.5,4.5,1.4.3,4+,Games,,,,,,,,,,,,,,,133572608,
SongPop 2 - Guess The Song,112.52,USD,0,9517,119,4.5,4.5,2.7,12+,Games,,,,,,,,,,,,,,,117985280,
pixivã‚³ãƒŸãƒƒã‚¯ - ã¿ã‚“ãªã®ãƒžãƒ³ã‚¬ã‚¢ãƒ—ãƒª,88.27,USD,0,12,0,3.5,0,3.6.2,17+,Book,,,,,,,,,,,,,,,92557312,
æ®ºæ„ã®å›½ã®ã‚¢ãƒªã‚¹ -ç‹‚æ°—ã«ç›®è¦šã‚ãŸç«¥è©±ã®ä¸»äººå…¬ãŸã¡-,51.45,USD,0,0,0,0,0,1.0.0,9+,Games,,,,,,,,,,,,,,,53944320,
Door Kickers,970.09,USD,4.99,515,267,5,5,1.0.5,12+,Games,,,,,,,,,,,,,,,1017208832,
è±ªå¿«ã‚·ãƒ§ãƒƒãƒˆé€£ç™ºï¼ã‚¹ãƒˆãƒ¬ã‚¹ç™ºæ•£ãƒ†ãƒ‹ã‚¹ã‚²ãƒ¼ãƒ ã€Œã‚¨ã‚¢Kã€,33.79,USD,0,0,0,0,0,1.0.9,17+,Sports,,,,,,,,,,,,,,,35436544,
ä¸‰å›½æ€ä¼ å¥‡-ç¥žå°†è§‰é†’,213.45,USD,0,19,0,1.5,0,708,9+,Games,,,,,,,,,,,,,,,223821824,
Return to Grisly Manor,168.34,USD,0.99,116,72,5,5,1.0.3,4+,Games,,,,,,,,,,,,,,,176520192,
ã€Šå¥³æ€§å£ã‚³ãƒŸNo.1ã€‹æ°´æ™¶çŽ‰å­ã®å¹¸ç¦é ˜åŸŸå ã„,12.38,USD,0,1,1,3,3,1.1,9+,Entertainment,,,,,,,,,,,,,,,12980224,
Weaphones Antiques: Firearms Simulator,37.46,USD,1.99,116,116,4.5,4.5,1.0.0,12+,Games,,,,,,,,,,,,,,,39276544,
ã‚¹ãƒ­ãƒƒãƒˆãƒžãƒ‹ã‚¢ãƒ»ãƒ•ã‚£ãƒ¼ãƒãƒ¼ï½žæœ¬å ´ãƒ©ã‚¹ãƒ™ã‚¬ã‚¹ã‚¹ãƒ­ãƒƒãƒˆ,125.43,USD,0,11,0,4.5,0,3.9.0,12+,Games,,,,,,,,,,,,,,,131524608,
Sky Force Reloaded,572.57,USD,0,7429,761,4.5,5,1.8,9+,Games,,,,,,,,,,,,,,,600387584,
Draw a Stickman: EPIC 2,253.03,USD,1.99,1410,615,4.5,4.5,1.2.1,9+,Games,,,,,,,,,,,,,,,265324544,
Basketball Starsâ„¢,135.12,USD,0,28216,1508,4,4.5,1.8.0,4+,Games,,,,,,,,,,,,,,,141687808,
Confusions de lettres,4.77,USD,2.99,0,0,0,0,1.0.4,4+,Education,,,,,,,,,,,,,,,5000192,
Monkey Swingers,58.5,USD,0,60,20,4,4,1.2,4+,Games,,,,,,,,,,,,,,,61336576,
CloudPets Gold,280.29,USD,4.99,329,2,2.5,5,3.6,4+,Entertainment,,,,,,,,,,,,,,,293900288,
Giffage â€“ The GIF Keyboard for GIFs,61.05,USD,0,315,30,3.5,4.5,4.0.2,17+,Utilities,,,,,,,,,,,,,,,64018432,
Patterning : Drum Machine,128.12,USD,9.99,306,21,5,5,1.2.3,4+,Music,,,,,,,,,,,,,,,134340608,
âˆž Infinity Loop,50.81,USD,0,1773,70,4.5,4.5,4.6,4+,Games,,,,,,,,,,,,,,,53278720,
æœ€é•·ï¼‘é€±é–“ã®çŒ®ç«‹ãŒç°¡å˜ã«ä½œã‚Œã‚‹me:newï¼ˆãƒŸãƒ¼ãƒ‹ãƒ¥ãƒ¼ï¼‰,38.09,USD,0,0,0,0,0,"1,2.4",4+,Food & Drink,,,,,,,,,,,,,,,39937024,
Dragon Heroes: Shooter RPG,641.72,USD,0,265,12,4.5,4.5,1.1.8,4+,Games,,,,,,,,,,,,,,,672897024,
edjing Pro DJ Music Mixer: turntable to remix MP3,108.27,USD,8.99,153,8,4,4.5,1.3.4,4+,Music,,,,,,,,,,,,,,,113533952,
Superdrug,25.59,USD,0,0,0,0,0,1.1.7,4+,Health & Fitness,,,,,,,,,,,,,,,26830848,
Little Broken Robots,59.78,USD,0,539,28,4.5,4.5,1.05,4+,Games,,,,,,,,,,,,,,,62683136,
Green Riding Hood,301.92,USD,0,392,2,4,5,1.2.1,4+,Book,,,,,,,,,,,,,,,316589056,
Terra Monsters 3,377.16,USD,0,76,30,3.5,3,20.8,9+,Games,,,,,,,,,,,,,,,395485184,
My Boost,31.2,USD,0,83,26,2.5,3.5,6.1.1,4+,Utilities,,,,,,,,,,,,,,,32713728,
Battlestar Galactica: Squadronsâ„¢,334.9,USD,0,1938,74,4,4,1.3.9,12+,Games,,,,,,,,,,,,,,,351164416,
çœŸãƒ¢ã‚°ãƒ¢ã‚°é¢¨æž—ç«å±±2,2731.93,USD,12.99,0,0,0,0,1.0.1,12+,Games,,,,,,,,,,,,,,,2864631808,
Goat Simulator MMO Simulator,506.04,USD,4.99,2277,23,4.5,4.5,1.5.2,9+,Games,,,,,,,,,,,,,,,530618368,
A Noble Circle,75.73,USD,0.99,1886,57,5,5,7.3,9+,Games,,,,,,,,,,,,,,,79404032,
Red Ball UP! - Bounce Dash & Dodge Spikes,17.34,USD,0,493,25,3.5,3,1.8,4+,Games,,,,,,,,,,,,,,,18182144,
å…¨æ°‘å¤ºå®-æ—¶å°šè´­æ½®æµå•†å“å¹³å°,27.97,USD,0,18,0,4.5,0,3.8.7,17+,Entertainment,,,,,,,,,,,,,,,29333504,
DayGram - One line a day Diary (Note/Journal),37.02,USD,0.99,69,8,4.5,5,2.2.2,4+,Lifestyle,,,,,,,,,,,,,,,38819840,
Harvest Land,133.05,USD,0,1047,36,4.5,4.5,1.4.9,9+,Games,,,,,,,,,,,,,,,139517952,
ã¿ã‚“ãªã®ãŠå¼å½“ by ã‚¯ãƒƒã‚¯ãƒ‘ãƒƒãƒ‰ ~ãŠå¼å½“ã‚’ãƒ¬ã‚·ãƒ”ä»˜ãã§è¨˜éŒ²ãƒ»å…±æœ‰~,48.8,USD,0,0,0,0,0,1.4.0,4+,Food & Drink,,,,,,,,,,,,,,,51174400,
Blitz Breaker,48.61,USD,2.99,39,4,4,5,1.0.1,4+,Games,,,,,,,,,,,,,,,50969600,
Sofia the First: The Secret Library,582.19,USD,3.99,42,11,3.5,4.5,1.3,4+,Entertainment,,,,,,,,,,,,,,,610469888,
Thumbly Keyboard,57.52,USD,1.99,53,0,3,0,1.2.3,4+,Utilities,,,,,,,,,,,,,,,60309504,
WeicoPro 4,77.22,USD,0.99,106,0,3,0,4.9.12,17+,Social Networking,,,,,,,,,,,,,,,80967680,
Never Gone,691.85,USD,0,87,6,4,4,1.1.4,12+,Games,,,,,,,,,,,,,,,725459968,
Sorcery! 3,317.42,USD,4.99,171,18,4.5,4.5,1.1.1,12+,Games,,,,,,,,,,,,,,,332834816,
Grim Fandango Remastered,3358.1,USD,4.99,235,4,4,4,1.0.2,12+,Games,,,,,,,,,,,,,,,3521220608,
Composer's Sketchpad,167.36,USD,3.99,33,1,3.5,4,1.2.1,4+,Music,,,,,,,,,,,,,,,175493120,
å¥¹ç¤¾åŒº-åªæœ‰å¥³ç”Ÿçš„ç¤¾åŒºï¼,83.42,USD,0,23,1,4,5,5.3,17+,Lifestyle,,,,,,,,,,,,,,,87477248,
Scanner For Me - PDF Scan with OCR for Documents,164.69,USD,4.99,1976,377,4.5,4.5,1.5,4+,Business,,,,,,,,,,,,,,,172691456,
Sniper Fury: Fun Mobile Shooter Game,994.33,USD,0,8596,263,4.5,4.5,2.2.0,17+,Games,,,,,,,,,,,,,,,1042634752,
Cooking Dashâ„¢,147.17,USD,0,33808,513,4,4,1.30.10,4+,Games,,,,,,,,,,,,,,,154318848,
Family Organizer - Calendar Planner,69.11,USD,0,828,227,4.5,4.5,1.2.0,4+,Productivity,,,,,,,,,,,,,,,72469504,
Inkeâ€”Broadcast an amazing life,130.86,USD,0,147,0,4,0,4.0.55,17+,Social Networking,,,,,,,,,,,,,,,137212928,
World Conqueror 3,66.19,USD,0.99,1094,170,4.5,4.5,1.3.0,9+,Games,,,,,,,,,,,,,,,69404672,
Pop the Lock,37.51,USD,0,28754,1656,4.5,4,2.0.1,4+,Games,,,,,,,,,,,,,,,39330816,
ä¸­å›½æœç´¢-å›½å®¶æƒå¨æœç´¢,53.64,USD,0,7,0,4.5,0,2.6.5,17+,Utilities,,,,,,,,,,,,,,,56249344,
Nonstop Knight,153.57,USD,0,6841,139,4.5,4.5,1.9.6,9+,Games,,,,,,,,,,,,,,,161026048,
Browser and File Manager for Documents,40.24,USD,0,27750,27213,5,5,2.0.1,17+,Utilities,,,,,,,,,,,,,,,42198016,
GROWï¼šJOURNEY TO THE LIGHT,67.09,USD,0.99,0,0,0,0,1.0.4,4+,Games,,,,,,,,,,,,,,,70346752,
GENIUS Movie Idioms1000,111.72,USD,9.99,0,0,0,0,2.1.0,4+,Education,,,,,,,,,,,,,,,117142528,
Northern Lights Photo Taker,8.89,USD,0.99,29,29,4,4,1,4+,Photo & Video,,,,,,,,,,,,,,,9326592,
Kill Shot Bravo,99.41,USD,0,22444,148,4.5,4.5,2.1,17+,Games,,,,,,,,,,,,,,,104240128,
R.B.I. Baseball 15,2211.29,USD,4.99,1510,346,3.5,4,1.08,4+,Games,,,,,,,,,,,,,,,2318708736,
DragonVale World,112.47,USD,0,6379,46,4.5,4.5,1.11.0,4+,Games,,,,,,,,,,,,,,,117929984,
Words Crush: Hidden Words!,111.82,USD,0,23735,102,4.5,4.5,2.2.2,4+,Games,,,,,,,,,,,,,,,117254144,
Stupid Zombies 3,146.97,USD,0,10159,933,5,5,2.7,12+,Games,,,,,,,,,,,,,,,154107904,
To-Fu Fury,621.73,USD,0.99,1331,1331,4.5,4.5,1,9+,Games,,,,,,,,,,,,,,,651927552,
æ•™ãˆã¦!goo,42.16,USD,0,0,0,0,0,2.2.3,12+,Reference,,,,,,,,,,,,,,,44208128,
Buddy Toss,123.21,USD,0,1018,1,4,1,1.17,9+,Games,,,,,,,,,,,,,,,129190912,
Lost Within,1141.53,USD,3.99,510,510,4.5,4.5,1,12+,Games,,,,,,,,,,,,,,,1196982272,
Til Morning's Light,1365.51,USD,3.99,715,398,4.5,4.5,1.0.2,9+,Games,,,,,,,,,,,,,,,1431842816,
Tales From Deep Space,855.09,USD,3.99,110,110,4,4,1,9+,Games,,,,,,,,,,,,,,,896630784,
Fit Men Cook - Healthy Recipes,152.07,USD,3.99,1187,10,5,4.5,4.2,4+,Food & Drink,,,,,,,,,,,,,,,159452160,
Wrassling,51.13,USD,0,1934,108,4.5,4.5,2.2,4+,Games,,,,,,,,,,,,,,,53612544,
OPERATION DRACULA,288.27,USD,2.99,64,15,4,4,1.0.3,12+,Games,,,,,,,,,,,,,,,302269440,
"TLMJ, Tout Le Monde Joue",21.1,USD,0,0,0,0,0,2.1.12,4+,Games,,,,,,,,,,,,,,,22126592,
ãƒ•ã‚¡ãƒ³ã‚¿ã‚¸ãƒ¼ãƒ‰ãƒ©ã‚¤ãƒ–ã€å¿«é€²æ’ƒ3DRPGã€‘,168.5,USD,0,5,0,4.5,0,2.0.1,12+,Games,,,,,,,,,,,,,,,176689152,
éœ¸çŽ‹å§é¾™ä¼ ,72.46,USD,0.99,1,1,5,5,1.4,9+,Games,,,,,,,,,,,,,,,75983872,
Neon Chrome,196.71,USD,9.99,439,121,5,5,1.0.11,12+,Games,,,,,,,,,,,,,,,206268416,
WorkMeOut - Jaber Al-Rasheed,71.46,USD,2.99,118,13,4.5,2,3.1,17+,Health & Fitness,,,,,,,,,,,,,,,74928128,
LEGOÂ® Batman: Beyond Gotham,1206.39,USD,4.99,756,308,4,4,1.4.6,9+,Games,,,,,,,,,,,,,,,1264988160,
å…¨æ°‘æš´åŠ›æ‘©æ‰˜-æš´åŠ›æ‘©æ‰˜3då…è´¹çœŸå®žèµ›è½¦å°æ¸¸æˆ,233.44,USD,0,0,0,0,0,2.2.13,12+,Games,,,,,,,,,,,,,,,244779008,
BabyMaker: Funny Baby Face out of Parents' Pictures - Make a Photo Collage!,62.14,USD,0.99,24,24,1.5,1.5,1,4+,Photo & Video,,,,,,,,,,,,,,,65159168,
Wormsâ„¢ 4,256.19,USD,4.99,380,178,3.5,4,1.07,9+,Games,,,,,,,,,,,,,,,268636160,
Block Craft 3D: Building Simulator Game For Free,88.75,USD,0,78412,11001,4.5,5,2.3.2,4+,Games,,,,,,,,,,,,,,,93063168,
Dan The Man (Retro Action Platformer),94.72,USD,0,7527,228,5,5,1.1.4,12+,Games,,,,,,,,,,,,,,,99317760,
Robbery Bob 2: Double Trouble,959.65,USD,0,899,260,4.5,4.5,1.4.0,9+,Games,,,,,,,,,,,,,,,1006264320,
NextGen Car Game Racing,100.27,USD,0.99,100,100,3.5,3.5,1,4+,Games,,,,,,,,,,,,,,,105136128,
Battle Copters,255.19,USD,0,2922,101,4.5,4.5,1.6.0,12+,Games,,,,,,,,,,,,,,,267590656,
GreenVPN - Free & fast VPN with unlimited traffic,15.63,USD,0,464,54,4.5,4.5,5.3.1,4+,Business,,,,,,,,,,,,,,,16384000,
This War of Mine,407.9,USD,14.99,2523,455,4.5,4.5,1.4.0,17+,Games,,,,,,,,,,,,,,,427715584,
Splish Splash Pong,64.12,USD,0,1902,5,4,3.5,1.0.4,4+,Games,,,,,,,,,,,,,,,67235840,
Take Off - The Flight Simulator,1341.74,USD,0.99,244,19,4,4.5,1.0.6,4+,Games,,,,,,,,,,,,,,,1406915584,
Level: A Simple Puzzle Game,29.14,USD,0.99,60,1,4,5,1.4.5,4+,Games,,,,,,,,,,,,,,,30552064,
Lifeline...,28.32,USD,1.99,21347,1187,4.5,4.5,1.10.1,9+,Games,,,,,,,,,,,,,,,29690880,
PPåŸºé‡‘-éšæ—¶æçŽ°çš„æŠ•èµ„ç†è´¢å¹³å°,28.08,USD,0,0,0,0,0,3.7.0,4+,Finance,,,,,,,,,,,,,,,29438976,
è¯ºè¯ºé•‘å®¢â€”è®©è´¢å¯Œå‡å€¼,26.71,USD,0,0,0,0,0,5.2.3,17+,Finance,,,,,,,,,,,,,,,28008448,
